2216,2172,2264
1604,1464,1521,1659,1848,2022
1637,1445,1318,1216,1258,1284
2779,2533,2587,2934,3668,4086
1380,1287,1163,1271,1383,1483
2627,2562,2406,2513,2698,2889
2774,2797,2472,2398,2392,2479,2718
2136,2130,2033,1870,1856,1983,2234
3801,3724,3685,3645,3903,4035
3801,3524,3333,3345,3605,3642,3723,3808
3631,3404,3037,2915,3009,3149,3601,3720
4035,3915,3610,3301,2727,2558,2744,2774
1719,1647,1375,1166,1176,1421,1558
1773,1598,1229,1225,1277,1398,1672
2768,2677,1995,1540,1122,1112,1270
2375,2257,2204,2043,1948,2324,2895,3299,3733
2025,1990,1670,1384,1229,1368,1374,1504,1627
1802,1772,1574,1514,1739,1992,2179,2264,2350
2350,2116,1860,1620,1378,1476,1629,1965,2025
2260,2113,2049,1727,1433,1410,1601,1959,2058
1429,1287,1109,949,905,1002,1095,1176,1366
2022,1810,1749,1786,1966,2227,2620,3072,3260
3260,2893,2465,2184,1933,1912,1919,2167,2136
1627,1450,1410,1333,1287,1401,1393,1501,1672
3022,2663,2261,2092,2282,2504,2627
2234,2166,2135,2281,2351,2647,2989,3078,3094
2216,2073,1626,1449,1325,1271,1407,1625,1787
1665,1564,1234,1093,991,988,1087,1397,1523
1327,1195,1073,1084,1225,1555,1732,2035,2025
2260,2057,1867,1303,1052,1021,1042,1163
1270,1357,1138,1119,1005,954,979,1117,1156,1366
3022,3012,2995,2919,2962,2997,3041,3368,3770,3960
1057,925,860,844,924,1072,1257,1480,1843,1802
2774,2832,2778,2471,2248,2211,2157,2304,2471,2645
2889,2817,2638,2737,3289,3944,4537,5044,5535,5647
2779,2412,2053,1641,1534,1432,1607,1617,1600,1864,2022
4086,4023,3788,3153,2857,2737,2986,3451,3834,4509,5012
3808,3490,3535,3370,3253,3228,3505,3583,3660,3994,4086
1163,1136,1076,1076,1176,1376,1892,2467,2664,2768
1284,1459,1327,1080,989,941,977,1069,1229,1567,1791,1802
3733,3560,3377,3111,2632,2496,2384,2720,3074,3337,3504,3801
828,741,712,767,681,711,815,949,1002
1002,879,794,754,736,812,987,1318,1637
1380,1254,1205,1176,1311,1580,2096,2465,3318,3631
1908,1512,1444,1135,1027,970,1047,1099,1380,1631,1727
2645,2504,2366,2075,1732,1607,1454,1637,1805,2188,2869,3022
1727,1672,1458,1361,1369,1623,1606,1599,1750,1918,2116,2260
1672,1606,1422,1296,1216,1215,1081,1109,1151,1220,1375,1630,1874,1908
3720,3482,3298,3318,3225,3157,3022,2997,2629,2271,2164,2165,2229,2375
1523,1401,1088,890,733,729,699,724,665,657,783
1033,905,865,684,691,650,681,682,660,643,682,747,882
1558,1546,1216,1091,1071,978,966,865,890,1052,1464,1665
1128,1065,943,802,764,683,607,571,580,583,618,677,782,854,828
1072,985,910,820,703,648,631,611,659,788,807,807,743,818,871,972,1128
1787,1766,1516,1057,962,1019,1041,986,896,799,798,907,1179,1552,1719
783,869,888,822,726,686,742,806,787,705,703,661,696,674,638,662,679,853,1033
882,862,806,730,667,688,675,696,690,756,735,733,641,635,575,609,580,640,767,924,919
5647,5358,5240,5135,4740,4600,4396,4011,3672,3417,3087,2797,2615,2261,1734,1383,1339,1673,2057,2216
919,819,810,822,764,682,567,570,532,514,530,508,524,508,507,522,559,547,541,547,521,569,542,555,585,537,534,536,524,547,580,561,586,611,566,545,528,570,548,587,607,614,610,609,631,616,617,654,621,591,563,518,551,533,514,506,542,546,616,721,835,1072
